map	w	h	coredsq	rounds	seats	claim_onset	claim2_onset	claim3_onset	claim5_onset	own_onset	claim_r20	claim_r40	claim_r80	claim_r150	claim_max	own_max	claim_mean	claim_tail50	own_mean	ours_max	ours_seatrounds	ours_first	episodes	epi_ended	retakes	retake_lat_mean	retake_lat_med	pecks_total	ourblock_seatrounds	ourconv_seatrounds	mjbody_seatrounds	empty_seatrounds	claim_w40_100	block_w40_100	mj_claim_epis	mj_claim_ended	mj_claim_life_med	claim_pre_press	claim_post_press	our_near16_first	our_near36_first	mj_harv1	mj_harv2	mj_harv_n	pecks_on_ours	pecks_on_theirs	peck_victims	tag	seat	result	cond	turn
glacierkeep	30	30	576	486	8	2	3	328	-1	2	2	2	1	1	3	3	1.949	3.0	1.949	7	2799	14	10	5	2	3.0	5	101	2799	0	13	126	1.167	6.633	4	1	48	2	2	11	11	13	204	2	86	15	barrier:86	glacierkeep_s326_A	A	OPP	Core destroyed	486
glacierkeep	30	30	576	911	8	2	3	-1	-1	2	2	2	0	0	2	2	0.158	0.0	0.158	8	6282	14	32	25	0	-1	-1	34	6282	0	250	578	1.15	6.817	2	2	76	2	2	11	11	52	704	2	14	20	barrier:14	glacierkeep_s326_B	B	US	Core destroyed	911
glacierkeep	30	30	576	609	8	2	3	-1	-1	2	2	2	1	1	2	2	0.734	0.0	0.734	8	4064	13	22	14	0	-1	-1	86	4064	0	111	247	1.183	5.45	2	2	399	2	2	11	11	13	335	2	58	28	barrier:58	glacierkeep_s327_A	A	US	Core destroyed	609
glacierkeep	30	30	576	353	8	2	3	184	270	2	2	2	2	2	7	7	3.207	6.34	3.207	4	786	13	12	12	5	15.8	1	120	786	0	74	829	2.0	3.2	7	0	-1	2	2	11	11	96	192	2	120	0	barrier:120	glacierkeep_s327_B	B	OPP	Core destroyed	353
glacierkeep	30	30	576	577	8	2	3	-1	-1	2	2	2	1	0	2	2	0.958	1.0	0.958	8	3770	13	17	10	2	1.0	1	188	3770	0	84	205	1.35	6.3	5	4	71	2	2	11	11	13	52	3	148	40	barrier:148	glacierkeep_s328_A	A	OPP	Core destroyed	577
glacierkeep	30	30	576	443	8	2	3	-1	-1	2	2	2	0	0	2	2	0.219	0.06	0.219	8	3297	13	12	5	1	1.0	1	131	3297	0	10	135	0.317	7.583	3	2	49	2	2	11	11	15	72	5	111	20	barrier:111	glacierkeep_s328_B	B	US	Core destroyed	443
glacierkeep	30	30	576	581	8	2	3	-1	-1	2	2	2	2	1	2	2	1.169	1.0	1.169	7	3847	13	10	3	0	-1	-1	65	3847	0	9	111	2.0	5.933	2	1	100	2	2	11	11	92	-1	1	55	10	barrier:55	glacierkeep_s329_A	A	US	Core destroyed	581
glacierkeep	30	30	576	426	8	2	3	230	234	2	2	2	1	1	8	8	4.15	8.0	4.15	7	1408	13	7	7	6	1.0	1	146	1408	0	10	218	1.083	6.9	9	1	43	2	2	11	11	48	128	10	105	41	barrier:105	glacierkeep_s329_B	B	OPP	Core destroyed	426
icefloe	20	20	452	1000	8	2	3	780	-1	2	2	2	0	0	3	3	0.522	1.08	0.522	7	5885	12	49	43	4	8.5	1	169	5885	0	60	1509	0.567	5.433	7	5	45	2	2	11	11	12	39	7	111	58	barrier:111	icefloe_s300_A	A	OPP	Titanium collected (tiebreak)	1000
icefloe	20	20	452	310	8	2	3	17	-1	2	3	3	2	2	3	3	2.158	2.0	2.158	2	466	45	30	28	1	2.0	2	137	466	0	53	1028	2.233	1.517	4	2	43	2	3	11	11	10	25	2	58	79	barrier:58	icefloe_s300_B	B	OPP	Core destroyed	310
icefloe	20	20	452	263	8	2	3	36	102	2	2	3	3	6	8	8	5.274	8.0	5.274	6	485	20	7	7	7	1.0	1	126	485	0	14	218	3.083	4.367	10	2	63	2	3	20	20	16	47	5	93	33	barrier:93	icefloe_s301_A	A	OPP	Core destroyed	263
icefloe	20	20	452	1000	8	2	3	112	-1	2	2	2	2	4	4	4	3.738	4.0	3.738	3	1910	36	10	8	1	24.0	24	126	1910	0	25	1096	1.517	1.833	5	1	43	2	2	11	11	10	28	8	116	10	barrier:116	icefloe_s301_B	B	OPP	Titanium collected (tiebreak)	1000
icefloe	20	20	452	162	8	2	3	41	54	2	2	2	7	7	8	8	5.235	6.8	5.235	2	109	20	3	2	1	1.0	1	85	109	0	20	319	5.633	0.583	8	2	76	2	2	20	20	16	46	4	30	55	barrier:30	icefloe_s302_A	A	OPP	Core destroyed	162
icefloe	20	20	452	590	8	2	3	506	-1	2	2	2	2	2	3	3	1.554	3.0	1.554	6	1796	36	12	9	3	17.33	1	164	1796	0	53	1562	1.917	1.967	5	2	160	2	2	11	11	10	17	5	96	68	barrier:96	icefloe_s302_B	B	OPP	Core destroyed	590
icefloe	20	20	452	149	8	2	3	38	58	2	2	3	5	-1	8	8	4.906	7.18	4.906	4	272	11	5	5	5	10.8	1	122	272	0	15	174	5.033	2.717	8	0	-1	2	2	11	11	12	26	2	60	62	barrier:60	icefloe_s303_A	A	OPP	Core destroyed	149
icefloe	20	20	452	377	8	2	3	60	76	2	2	2	5	5	8	8	5.997	8.0	5.997	3	235	36	7	7	5	3.2	1	137	235	0	25	415	3.383	1.5	9	1	43	2	2	11	11	10	29	12	76	61	barrier:76	icefloe_s303_B	B	OPP	Core destroyed	377
icefloe	20	20	452	261	8	2	3	36	102	2	2	3	3	6	8	8	5.253	8.0	5.253	6	485	20	7	7	7	1.0	1	126	485	0	14	218	3.083	4.367	10	2	63	2	3	20	20	16	47	5	93	33	barrier:93	icefloe_s304_A	A	OPP	Core destroyed	261
icefloe	20	20	452	204	8	2	3	94	105	2	2	2	2	7	7	7	4.127	7.0	4.127	3	149	36	4	4	4	6.75	1	94	149	0	21	580	2.05	1.85	8	1	43	2	2	11	11	10	18	5	60	34	barrier:60	icefloe_s304_B	B	OPP	Core destroyed	204
icefloe	20	20	452	458	8	2	3	-1	-1	2	2	2	1	1	2	2	1.157	1.0	1.157	7	2445	11	17	12	0	-1	-1	92	2445	0	247	439	1.617	6.233	2	1	75	2	2	11	11	24	188	3	81	11	barrier:81	icefloe_s305_A	A	US	Core destroyed	458
icefloe	20	20	452	197	8	2	3	17	-1	2	3	3	3	2	3	3	2.35	2.0	2.35	2	243	45	14	12	1	1.0	1	178	243	0	67	652	2.583	1.183	4	2	46	2	3	11	11	10	27	2	102	76	barrier:102	icefloe_s305_B	B	OPP	Core destroyed	197
icefloe	20	20	452	966	8	2	3	754	-1	2	2	2	0	0	3	3	0.744	2.0	0.744	7	5302	12	40	34	2	1.0	1	179	5302	0	96	1602	0.567	5.433	6	4	95	2	2	11	11	12	39	9	131	48	barrier:131	icefloe_s306_A	A	US	Core destroyed	966
icefloe	20	20	452	376	8	2	3	60	76	2	2	2	5	5	8	8	6.003	8.0	6.003	3	235	36	7	7	5	3.2	1	161	235	0	24	412	3.383	1.5	9	1	43	2	2	11	11	10	29	12	76	85	barrier:76	icefloe_s306_B	B	OPP	Core destroyed	376
icefloe	20	20	452	403	8	2	3	62	95	2	2	2	3	6	8	8	5.663	8.0	5.663	2	336	11	37	37	19	22.53	20	165	336	0	125	479	2.983	1.283	10	2	58	2	2	11	11	13	29	12	103	62	barrier:103	icefloe_s307_A	A	OPP	Core destroyed	403
icefloe	20	20	452	197	8	2	3	17	-1	2	3	3	3	2	3	3	2.35	2.0	2.35	2	243	45	14	12	1	1.0	1	178	243	0	67	652	2.583	1.183	4	2	46	2	3	11	11	10	27	2	102	76	barrier:102	icefloe_s307_B	B	OPP	Core destroyed	197
icefloe	20	20	452	391	8	2	3	93	131	2	2	2	2	8	8	8	5.905	8.0	5.905	2	56	11	6	6	3	43.33	48	65	56	0	19	741	2.117	0.2	9	1	129	2	2	11	11	77	104	12	18	47	barrier:18	icefloe_s308_A	A	OPP	Core destroyed	391
icefloe	20	20	452	192	8	2	3	17	-1	2	3	3	2	2	3	3	2.255	2.0	2.255	2	246	45	20	18	1	2.0	2	119	246	0	37	674	2.233	1.517	4	2	43	2	3	11	11	10	25	2	40	79	barrier:40	icefloe_s308_B	B	OPP	Core destroyed	192
icefloe	20	20	452	966	8	2	3	754	-1	2	2	2	0	0	3	3	0.744	2.0	0.744	7	5302	12	40	34	2	1.0	1	179	5302	0	96	1602	0.567	5.433	6	4	95	2	2	11	11	12	39	9	131	48	barrier:131	icefloe_s309_A	A	US	Core destroyed	966
icefloe	20	20	452	197	8	2	3	17	-1	2	3	3	3	2	3	3	2.35	2.0	2.35	2	243	45	14	12	1	1.0	1	178	243	0	67	652	2.583	1.183	4	2	46	2	3	11	11	10	27	2	102	76	barrier:102	icefloe_s309_B	B	OPP	Core destroyed	197
icefloe	20	20	452	149	8	2	3	38	58	2	2	3	5	-1	8	8	4.919	7.22	4.919	4	270	11	5	5	5	10.8	1	133	270	0	12	177	5.033	2.717	8	0	-1	2	2	11	11	12	26	3	60	73	barrier:60	icefloe_s310_A	A	OPP	Core destroyed	149
icefloe	20	20	452	212	8	2	3	160	-1	2	2	2	2	2	3	3	2.184	3.0	2.184	3	317	36	17	15	5	34.2	41	149	317	0	31	719	1.867	1.567	4	1	43	2	2	11	11	10	28	3	80	69	barrier:80	icefloe_s310_B	B	OPP	Core destroyed	212
icefloe	20	20	452	162	8	2	3	41	54	2	2	2	7	7	8	8	5.235	6.8	5.235	2	109	20	3	2	1	1.0	1	85	109	0	20	319	5.633	0.583	8	2	76	2	2	20	20	16	46	4	30	55	barrier:30	icefloe_s311_A	A	OPP	Core destroyed	162
icefloe	20	20	452	169	8	2	3	19	40	2	3	5	5	4	5	5	4.083	4.42	4.083	2	152	45	26	24	1	1.0	1	90	152	0	15	372	4.567	1.15	6	2	100	2	3	11	11	10	33	3	15	75	barrier:15	icefloe_s311_B	B	OPP	Core destroyed	169
icefloe	20	20	452	333	8	2	3	237	-1	2	2	2	1	1	4	4	1.961	4.0	1.961	7	1705	11	17	13	2	4.5	8	101	1705	0	7	296	1.617	6.233	5	1	75	2	2	11	11	24	188	4	82	19	barrier:82	icefloe_s312_A	A	OPP	Core destroyed	333
icefloe	20	20	452	265	8	2	3	31	34	2	2	5	4	3	5	5	2.842	1.62	2.842	6	1004	36	11	5	4	1.0	1	226	1004	0	11	342	4.483	2.55	9	8	43	2	3	11	11	10	17	3	89	137	barrier:89	icefloe_s312_B	B	OPP	Core destroyed	265
icefloe	20	20	452	254	8	2	3	26	45	2	2	4	8	8	8	8	6.941	8.0	6.941	4	105	11	4	4	4	0.75	1	92	105	0	24	139	7.233	0.617	8	0	-1	2	3	11	11	12	15	10	60	32	barrier:60	icefloe_s313_A	A	OPP	Core destroyed	254
icefloe	20	20	452	212	8	2	3	160	-1	2	2	2	2	2	3	3	2.184	3.0	2.184	3	317	36	17	15	5	34.2	41	149	317	0	31	719	1.867	1.567	4	1	43	2	2	11	11	10	28	3	80	69	barrier:80	icefloe_s313_B	B	OPP	Core destroyed	212
icefloe	20	20	452	562	8	2	3	-1	-1	2	2	2	1	1	2	2	1.089	1.0	1.089	7	2782	11	19	12	0	-1	-1	105	2782	0	50	1049	1.25	5.567	2	1	53	2	2	11	11	17	116	2	87	18	barrier:87	icefloe_s314_A	A	US	Core destroyed	562
icefloe	20	20	452	169	8	2	3	19	40	2	3	5	5	4	5	5	4.083	4.42	4.083	2	152	45	26	24	1	1.0	1	90	152	0	15	372	4.567	1.15	6	2	100	2	3	11	11	10	33	3	15	75	barrier:15	icefloe_s314_B	B	OPP	Core destroyed	169
icefloe	20	20	452	149	8	2	3	38	58	2	2	3	5	-1	8	8	4.906	7.18	4.906	4	272	11	5	5	5	10.8	1	122	272	0	12	177	5.033	2.717	8	0	-1	2	2	11	11	12	26	2	60	62	barrier:60	icefloe_s315_A	A	OPP	Core destroyed	149
icefloe	20	20	452	169	8	2	3	19	40	2	3	5	5	4	5	5	4.083	4.42	4.083	2	152	45	26	24	1	1.0	1	90	152	0	15	372	4.567	1.15	6	2	100	2	3	11	11	10	33	3	15	75	barrier:15	icefloe_s315_B	B	OPP	Core destroyed	169
icefloe	20	20	452	966	8	2	3	754	-1	2	2	2	0	0	3	3	0.744	2.0	0.744	7	5302	12	40	34	2	1.0	1	179	5302	0	96	1602	0.567	5.433	6	4	95	2	2	11	11	12	39	9	131	48	barrier:131	icefloe_s316_A	A	US	Core destroyed	966
icefloe	20	20	452	212	8	2	3	160	-1	2	2	2	2	2	3	3	2.184	3.0	2.184	3	317	36	17	15	5	34.2	41	149	317	0	31	719	1.867	1.567	4	1	43	2	2	11	11	10	28	3	80	69	barrier:80	icefloe_s316_B	B	OPP	Core destroyed	212
icefloe	20	20	452	354	8	2	3	89	93	2	2	2	2	8	8	8	6.206	8.0	6.206	5	350	11	5	5	5	9.4	1	106	350	0	6	279	2.467	4.55	8	0	-1	2	2	11	11	12	42	13	105	1	barrier:105	icefloe_s317_A	A	OPP	Core destroyed	354
icefloe	20	20	452	353	8	2	3	60	76	2	2	2	5	5	8	8	5.873	8.0	5.873	3	235	36	7	7	5	3.2	1	128	235	0	24	412	3.383	1.5	9	1	43	2	2	11	11	10	29	11	76	52	barrier:76	icefloe_s317_B	B	OPP	Core destroyed	353
icefloe	20	20	452	396	8	2	3	62	95	2	2	2	3	6	8	8	5.634	8.0	5.634	2	336	11	37	37	19	22.53	20	165	336	0	124	475	2.983	1.283	10	2	58	2	2	11	11	13	29	13	103	62	barrier:103	icefloe_s318_A	A	OPP	Core destroyed	396
icefloe	20	20	452	313	8	2	3	103	119	2	2	2	1	5	5	5	2.617	1.0	2.617	5	743	36	12	7	4	29.0	39	200	743	0	29	814	1.217	2.633	6	5	139	2	2	11	11	10	36	4	100	100	barrier:100	icefloe_s318_B	B	OPP	Core destroyed	313
icefloe	20	20	452	966	8	2	3	754	-1	2	2	2	0	0	3	3	0.744	2.0	0.744	7	5302	12	40	34	2	1.0	1	179	5302	0	96	1602	0.567	5.433	6	4	95	2	2	11	11	12	39	9	131	48	barrier:131	icefloe_s319_A	A	US	Core destroyed	966
icefloe	20	20	452	197	8	2	3	17	-1	2	3	3	3	2	3	3	2.35	2.0	2.35	2	243	45	14	12	1	1.0	1	178	243	0	67	652	2.583	1.183	4	2	46	2	3	11	11	10	27	2	102	76	barrier:102	icefloe_s319_B	B	OPP	Core destroyed	197
icefloe	20	20	452	344	8	2	3	49	77	2	2	2	5	7	8	8	6.131	8.0	6.131	5	268	11	5	5	5	8.6	1	124	268	0	38	337	3.683	3.083	9	1	70	2	2	11	11	12	28	11	73	51	barrier:73	icefloe_s320_A	A	OPP	Core destroyed	344
icefloe	20	20	452	212	8	2	3	160	-1	2	2	2	2	2	3	3	2.184	3.0	2.184	3	317	36	17	15	5	34.2	41	149	317	0	31	719	1.867	1.567	4	1	43	2	2	11	11	10	28	3	80	69	barrier:80	icefloe_s320_B	B	OPP	Core destroyed	212
icefloe	20	20	452	440	8	2	3	228	-1	2	2	2	1	0	4	4	2.111	3.0	2.111	8	2054	15	20	16	3	1.0	1	230	2054	0	48	477	1.2	5.483	8	5	61	2	2	13	13	160	185	2	73	157	barrier:73	icefloe_s321_A	A	OPP	Core destroyed	440
icefloe	20	20	452	369	8	2	3	60	76	2	2	2	5	5	8	8	5.954	8.0	5.954	3	235	36	7	7	5	3.2	1	137	235	0	25	415	3.383	1.5	9	1	43	2	2	11	11	10	29	12	76	61	barrier:76	icefloe_s321_B	B	OPP	Core destroyed	369
icefloe	20	20	452	479	8	2	3	89	93	2	2	2	2	8	8	8	6.299	6.0	6.299	5	528	11	7	5	5	9.4	1	187	528	0	6	281	2.467	4.55	8	2	292	2	2	11	11	12	42	14	108	79	barrier:108	icefloe_s322_A	A	OPP	Core destroyed	479
icefloe	20	20	452	154	8	2	3	31	36	2	2	5	5	6	6	6	4.169	5.04	4.169	4	302	36	7	5	5	1.2	1	155	302	0	11	267	4.65	2.283	10	5	54	2	3	11	11	10	16	3	76	79	barrier:76	icefloe_s322_B	B	OPP	Core destroyed	154
icefloe	20	20	452	255	8	2	3	26	45	2	2	4	8	8	8	8	6.945	8.0	6.945	4	105	11	4	4	4	0.75	1	92	105	0	24	139	7.233	0.617	8	0	-1	2	3	11	11	12	15	10	60	32	barrier:60	icefloe_s323_A	A	OPP	Core destroyed	255
icefloe	20	20	452	204	8	2	3	94	105	2	2	2	2	7	7	7	4.127	7.0	4.127	3	149	36	4	4	4	6.75	1	94	149	0	21	580	2.05	1.85	8	1	43	2	2	11	11	10	18	5	60	34	barrier:60	icefloe_s323_B	B	OPP	Core destroyed	204
icefloe	20	20	452	1000	8	2	3	578	-1	2	2	2	1	1	4	4	1.963	3.0	1.963	7	4796	11	19	14	2	1.0	1	177	4796	0	118	1076	1.25	5.567	5	2	53	2	2	11	11	17	116	4	127	50	barrier:127	icefloe_s324_A	A	OPP	Titanium collected (tiebreak)	1000
icefloe	20	20	452	244	8	2	3	160	190	2	2	2	2	2	5	5	2.775	5.0	2.775	3	294	36	16	15	6	28.67	41	103	294	0	35	748	1.867	1.567	6	1	43	2	2	11	11	10	28	3	75	28	barrier:75	icefloe_s324_B	B	OPP	Core destroyed	244
icefloe	20	20	452	433	8	2	3	98	117	2	2	2	2	6	8	8	6.014	8.0	6.014	4	393	11	8	8	4	1.0	1	62	393	0	8	459	2.033	3.917	8	0	-1	2	2	11	11	13	76	15	60	2	barrier:60	icefloe_s325_A	A	OPP	Core destroyed	433
icefloe	20	20	452	153	8	2	3	31	36	2	2	5	5	6	6	6	4.163	5.02	4.163	4	300	36	7	5	5	1.2	1	142	300	0	11	266	4.65	2.283	10	4	54	2	3	11	11	10	16	3	76	66	barrier:76	icefloe_s325_B	B	OPP	Core destroyed	153
icefloe	20	20	452	328	8	2	3	-1	-1	2	2	2	0	0	2	2	0.332	0.0	0.332	7	1864	12	28	22	0	-1	-1	49	1864	0	14	634	0.567	5.433	2	2	58	2	2	11	11	12	39	4	21	28	barrier:21	icefloe_s326_A	A	US	Core destroyed	328
icefloe	20	20	452	204	8	2	3	94	105	2	2	2	2	7	7	7	4.127	7.0	4.127	3	149	36	4	4	4	6.75	1	94	149	0	21	580	2.05	1.85	8	1	43	2	2	11	11	10	18	5	60	34	barrier:60	icefloe_s326_B	B	OPP	Core destroyed	204
icefloe	20	20	452	162	8	2	3	41	54	2	2	2	7	7	8	8	5.235	6.8	5.235	2	109	20	3	2	1	1.0	1	85	109	0	20	319	5.633	0.583	8	2	76	2	2	20	20	16	46	4	30	55	barrier:30	icefloe_s327_A	A	OPP	Core destroyed	162
icefloe	20	20	452	788	8	2	3	-1	-1	2	2	2	2	2	2	2	0.84	0.0	0.84	7	3582	36	12	5	1	0.0	0	165	3582	0	55	1263	1.917	1.967	3	3	160	2	2	11	11	10	17	3	95	70	barrier:95	icefloe_s327_B	B	US	Core destroyed	788
icefloe	20	20	452	319	8	2	3	40	82	2	2	3	4	7	8	8	6.172	8.0	6.172	4	315	20	6	6	6	1.0	1	156	315	0	33	233	4.133	2.917	10	2	141	2	3	20	20	20	45	10	105	51	barrier:105	icefloe_s328_A	A	OPP	Core destroyed	319
icefloe	20	20	452	265	8	2	3	31	34	2	2	5	4	3	5	5	2.913	2.0	2.913	6	986	36	10	5	4	1.0	1	218	986	0	11	341	4.483	2.55	9	7	40	2	3	11	11	10	17	3	90	128	barrier:90	icefloe_s328_B	B	OPP	Core destroyed	265
icefloe	20	20	452	356	8	2	3	74	126	2	2	2	3	7	8	8	5.927	8.0	5.927	4	362	28	5	5	5	1.0	1	75	362	0	11	365	2.433	3.133	8	0	-1	2	2	18	18	12	34	13	75	0	barrier:75	icefloe_s329_A	A	OPP	Core destroyed	356
icefloe	20	20	452	686	8	2	3	112	273	2	2	2	2	4	8	8	5.3	8.0	5.3	3	757	36	11	11	3	8.67	1	162	757	0	28	451	1.517	1.833	9	1	43	2	2	11	11	10	28	15	152	10	barrier:152	icefloe_s329_B	B	OPP	Core destroyed	686
midgard	30	30	1152	152	8	2	3	34	60	2	2	3	6	8	8	8	5.164	7.64	5.164	2	36	44	2	2	2	1.0	1	23	36	0	8	387	5.133	0.6	8	0	-1	3	5	44	44	6	7	5	21	2	barrier:21	midgard_s300_A	A	OPP	Core destroyed	152
midgard	30	30	1152	188	8	2	3	34	-1	2	2	3	2	2	3	3	2.197	2.0	2.197	5	561	45	8	4	0	-1	-1	30	561	0	180	350	2.6	3.5	3	1	73	3	3	45	45	6	7	6	20	10	barrier:20	midgard_s300_B	B	US	Core destroyed	188
midgard	30	30	1152	149	8	2	3	36	47	2	2	3	7	-1	7	7	5.275	7.0	5.275	2	118	45	3	2	2	1.0	1	90	118	0	13	275	6.067	1.15	8	1	15	4	6	45	41	6	7	7	80	10	barrier:80	midgard_s301_A	A	OPP	Core destroyed	149
midgard	30	30	1152	238	8	2	3	34	-1	2	2	3	2	3	3	3	2.794	3.0	2.794	6	787	45	6	2	1	1.0	1	56	787	0	48	404	2.833	3.917	4	1	40	3	3	45	39	6	7	5	45	11	barrier:45	midgard_s301_B	B	US	Core destroyed	238
midgard	30	30	1152	228	8	2	3	34	77	2	2	3	7	8	8	8	6.14	8.0	6.14	1	31	44	2	2	2	1.0	1	23	31	0	35	358	4.917	0.517	8	0	-1	3	4	44	44	6	7	9	21	2	barrier:21	midgard_s302_A	A	OPP	Core destroyed	228
midgard	30	30	1152	207	8	2	3	31	53	2	2	3	5	4	5	5	3.787	4.0	3.787	4	573	47	4	0	0	-1	-1	44	573	0	9	290	4.533	2.417	5	1	45	3	5	47	47	6	7	4	30	14	barrier:30	midgard_s302_B	B	US	Core destroyed	207
midgard	30	30	1152	187	8	2	3	34	-1	2	2	3	4	4	4	4	3.551	4.0	3.551	4	542	45	4	0	0	-1	-1	52	542	0	7	283	3.917	3.233	4	0	-1	3	4	45	45	6	7	5	52	0	barrier:52	midgard_s303_A	A	OPP	Core destroyed	187
midgard	30	30	1152	334	8	2	3	35	-1	2	2	3	2	3	3	3	2.85	3.0	2.85	5	1402	45	8	3	1	1.0	1	118	1402	0	20	298	2.833	3.9	4	1	73	3	3	45	39	6	7	4	108	10	barrier:108	midgard_s303_B	B	US	Core destroyed	334
midgard	30	30	1152	462	8	2	3	36	46	2	2	3	5	7	8	8	6.55	8.0	6.55	2	302	52	2	2	2	1.0	1	94	302	0	14	354	4.933	1.333	9	1	65	5	5	52	52	6	7	11	84	10	barrier:84	midgard_s304_A	A	OPP	Core destroyed	462
midgard	30	30	1152	343	8	2	3	35	-1	2	2	3	2	4	4	4	2.974	3.0	2.974	5	1272	49	18	15	2	1.0	1	136	1272	0	107	345	2.817	3.383	5	2	73	3	3	49	49	6	7	8	110	26	barrier:110	midgard_s304_B	B	US	Core destroyed	343
midgard	30	30	1152	135	8	2	3	34	51	2	2	3	7	-1	8	8	5.148	7.34	5.148	1	69	44	2	2	2	1.0	1	44	69	0	20	296	5.867	0.867	9	1	29	3	6	44	44	6	7	5	30	14	barrier:30	midgard_s305_A	A	OPP	Core destroyed	135
midgard	30	30	1152	187	8	2	3	34	-1	2	2	3	2	1	3	3	1.69	1.0	1.69	6	751	46	6	0	0	-1	-1	40	751	0	17	300	2.467	3.817	3	2	86	3	3	46	46	6	7	5	20	20	barrier:20	midgard_s305_B	B	US	Core destroyed	187
midgard	30	30	1152	135	8	2	3	34	51	2	2	3	7	-1	8	8	5.148	7.34	5.148	1	69	44	2	2	2	1.0	1	44	69	0	20	296	5.867	0.867	9	1	29	3	6	44	44	6	7	5	30	14	barrier:30	midgard_s306_A	A	OPP	Core destroyed	135
midgard	30	30	1152	292	8	2	3	31	-1	2	2	3	3	2	3	3	2.26	2.0	2.26	4	923	44	12	8	0	-1	-1	83	923	0	403	350	3.0	2.717	3	1	109	3	3	44	44	6	7	4	65	18	barrier:65	midgard_s306_B	B	US	Core destroyed	292
midgard	30	30	1152	215	8	2	3	39	47	2	2	3	6	7	7	7	5.581	7.0	5.581	1	48	45	4	4	0	-1	-1	6	48	0	14	458	5.65	0.717	7	0	-1	3	6	45	45	6	7	5	6	0	barrier:6	midgard_s307_A	A	OPP	Core destroyed	215
midgard	30	30	1152	370	8	2	3	38	102	2	2	3	3	4	5	5	4.13	5.0	4.13	5	1082	45	7	4	4	13.5	23	88	1082	0	10	340	3.0	3.317	7	2	153	3	3	45	40	6	7	5	60	28	barrier:60	midgard_s307_B	B	US	Core destroyed	370
midgard	30	30	1152	860	8	2	3	36	44	2	2	3	6	6	8	8	6.585	7.0	6.585	2	902	52	4	3	3	12.0	1	223	902	0	11	304	6.133	1.233	10	3	68	7	6	52	52	6	7	7	145	78	barrier:145	midgard_s308_A	A	US	Core destroyed	860
midgard	30	30	1152	395	8	2	3	35	101	2	2	3	2	7	8	8	6.192	8.0	6.192	5	374	44	5	5	5	6.0	1	114	374	0	16	324	3.2	3.617	9	1	74	3	3	44	44	6	7	10	90	24	barrier:90	midgard_s308_B	B	OPP	Core destroyed	395
midgard	30	30	1152	616	8	2	3	38	47	2	2	3	7	8	8	8	7.161	7.0	7.161	1	231	45	3	2	2	3.0	5	85	231	0	12	274	6.617	0.767	9	2	401	3	8	45	39	6	7	9	55	30	barrier:55	midgard_s309_A	A	US	Core destroyed	616
midgard	30	30	1152	1000	8	2	3	31	838	2	2	3	3	3	7	7	3.349	6.2	3.349	2	1873	47	2	1	1	1.0	1	67	1873	0	1669	1109	3.0	1.7	7	0	-1	3	3	47	47	6	7	5	65	2	barrier:65	midgard_s309_B	B	US	Titanium collected (tiebreak)	1000
midgard	30	30	1152	741	8	2	3	38	48	2	2	3	5	6	7	7	6.49	7.0	6.49	2	706	45	4	3	3	5.67	6	70	706	0	26	387	4.95	1.083	8	1	33	3	5	45	45	6	7	9	57	13	barrier:57	midgard_s310_A	A	OPP	Core destroyed	741
midgard	30	30	1152	322	8	2	3	35	53	2	2	3	6	8	8	8	6.68	8.0	6.68	3	130	44	4	4	4	1.0	1	109	130	0	12	283	5.483	1.617	9	1	19	3	6	44	44	6	7	9	78	31	barrier:78	midgard_s310_B	B	US	Core destroyed	322
midgard	30	30	1152	341	8	2	3	38	48	2	2	3	6	5	7	7	4.551	3.62	4.551	3	817	45	3	0	0	-1	-1	128	817	0	7	280	5.65	1.567	7	4	254	3	6	45	39	6	7	4	46	82	barrier:46	midgard_s311_A	A	US	Core destroyed	341
midgard	30	30	1152	241	8	2	3	35	116	2	2	3	3	6	6	6	4.444	6.0	4.444	4	529	45	4	2	2	1.0	1	46	529	0	11	317	3.283	3.283	6	0	-1	3	3	45	39	6	7	5	46	0	barrier:46	midgard_s311_B	B	OPP	Core destroyed	241
midgard	30	30	1152	137	8	2	3	36	-1	2	2	3	4	-1	4	4	3.365	4.0	3.365	4	271	45	15	11	0	-1	-1	50	271	0	21	343	3.9	2.6	4	0	-1	3	4	45	41	6	7	5	50	0	barrier:50	midgard_s312_A	A	OPP	Core destroyed	137
midgard	30	30	1152	348	8	2	3	31	53	2	2	3	5	3	5	5	3.287	3.0	3.287	3	887	47	3	0	0	-1	-1	70	887	0	465	288	4.6	2.383	5	2	122	3	5	47	47	6	7	4	30	40	barrier:30	midgard_s312_B	B	US	Core destroyed	348
midgard	30	30	1152	338	8	2	3	38	48	2	2	3	6	7	7	7	6.074	7.0	6.074	2	295	45	6	5	5	45.8	49	80	295	0	16	340	5.417	0.95	8	1	33	3	6	45	39	6	7	7	70	10	barrier:70	midgard_s313_A	A	OPP	Core destroyed	338
midgard	30	30	1152	446	8	2	3	35	101	2	2	3	2	7	8	8	6.399	8.0	6.399	5	374	44	5	5	5	6.0	1	114	374	0	16	324	3.2	3.617	9	1	74	3	3	44	44	6	7	10	90	24	barrier:90	midgard_s313_B	B	OPP	Core destroyed	446
